,Red_Win,Blue_Win,Red_Champions,Blue_Champions
348,False,True,"[91, 64, 112, 147, 555]","[4, 121, 54, 81, 40]"
349,True,False,"[875, 20, 777, 145, 555]","[83, 154, 61, 67, 40]"
350,True,False,"[54, 64, 105, 81, 497]","[82, 121, 134, 110, 555]"
351,False,True,"[68, 11, 6, 202, 147]","[14, 5, 112, 29, 888]"
352,False,True,"[43, 35, 134, 523, 111]","[897, 200, 3, 22, 110]"
353,False,True,"[141, 24, 55, 81, 888]","[82, 79, 127, 29, 164]"
354,True,False,"[240, 203, 134, 67, 902]","[113, 254, 910, 235, 1]"
355,True,False,"[92, 35, 4, 110, 555]","[78, 28, 950, 63, 267]"
356,True,False,"[887, 120, 777, 236, 267]","[875, 203, 134, 523, 888]"
357,True,False,"[6, 876, 134, 119, 53]","[133, 63, 777, 147, 432]"
358,True,False,"[164, 56, 105, 29, 40]","[23, 113, 55, 119, 555]"
359,False,True,"[4, 104, 68, 29, 432]","[86, 64, 69, 67, 902]"
360,True,False,"[897, 427, 238, 22, 50]","[164, 104, 134, 236, 43]"
361,True,False,"[6, 876, 61, 15, 11]","[31, 79, 157, 81, 235]"
362,True,False,"[86, 120, 166, 147, 432]","[67, 121, 238, 115, 555]"
363,True,False,"[516, 30, 246, 50, 235]","[266, 421, 157, 22, 40]"
364,False,True,"[62, 11, 43, 236, 267]","[54, 64, 161, 51, 902]"
365,False,True,"[266, 77, 268, 29, 117]","[2, 131, 43, 157, 111]"
366,True,False,"[266, 254, 7, 67, 432]","[897, 104, 101, 523, 412]"
367,False,True,"[39, 104, 157, 145, 43]","[122, 91, 84, 360, 526]"
368,False,True,"[777, 63, 29, 119, 43]","[98, 11, 517, 67, 555]"
369,False,True,"[82, 35, 157, 360, 111]","[122, 9, 136, 236, 902]"
370,False,True,"[39, 5, 105, 202, 267]","[92, 59, 4, 236, 53]"
371,True,False,"[48, 25, 1, 235, 22]","[54, 56, 112, 145, 111]"
372,True,False,"[126, 234, 134, 50, 432]","[106, 104, 161, 51, 74]"
373,True,False,"[114, 107, 3, 429, 80]","[92, 28, 4, 81, 43]"
374,False,True,"[777, 254, 8, 895, 25]","[92, 876, 13, 81, 26]"
375,True,False,"[80, 57, 112, 29, 117]","[27, 76, 166, 51, 526]"
376,False,True,"[897, 5, 38, 81, 43]","[266, 24, 3, 145, 111]"
377,False,True,"[526, 59, 157, 360, 10]","[202, 427, 142, 78, 201]"
378,True,False,"[164, 154, 157, 202, 29]","[78, 234, 8, 21, 497]"
379,True,False,"[92, 200, 84, 236, 267]","[58, 421, 68, 147, 555]"
380,False,True,"[69, 30, 238, 81, 432]","[236, 91, 131, 67, 40]"
381,True,False,"[84, 56, 55, 22, 432]","[266, 63, 518, 157, 526]"
382,True,False,"[107, 63, 233, 202, 43]","[13, 5, 497, 25, 20]"
383,True,False,"[82, 5, 43, 222, 53]","[36, 238, 517, 119, 12]"
384,True,False,"[412, 236, 24, 4, 78]","[18, 22, 111, 777, 30]"
385,True,False,"[8, 427, 80, 222, 201]","[85, 141, 7, 81, 235]"
386,True,False,"[902, 245, 236, 876, 24]","[223, 360, 203, 84, 111]"
387,False,True,"[240, 517, 38, 67, 497]","[777, 56, 3, 119, 89]"
388,False,True,"[266, 876, 238, 166, 111]","[24, 91, 8, 498, 43]"
389,True,False,"[14, 141, 157, 147, 111]","[83, 29, 7, 202, 902]"
390,False,True,"[41, 121, 268, 115, 111]","[114, 11, 142, 67, 40]"
391,True,False,"[48, 876, 777, 81, 888]","[15, 141, 42, 54, 117]"
392,True,False,"[98, 63, 91, 119, 57]","[420, 200, 3, 81, 40]"
393,False,True,"[68, 35, 238, 110, 40]","[80, 76, 4, 236, 267]"
394,False,True,"[266, 245, 166, 235, 432]","[897, 11, 777, 233, 34]"
395,False,True,"[27, 120, 84, 119, 26]","[166, 64, 268, 523, 117]"
396,True,False,"[62, 120, 245, 119, 40]","[23, 234, 55, 236, 267]"
397,False,True,"[164, 104, 268, 21, 63]","[420, 154, 84, 157, 432]"
398,True,False,"[82, 19, 166, 51, 147]","[54, 107, 4, 236, 888]"
399,False,True,"[266, 64, 91, 81, 61]","[126, 63, 246, 498, 497]"
400,True,False,"[150, 876, 134, 67, 16]","[98, 72, 8, 236, 235]"
401,False,True,"[78, 121, 910, 67, 40]","[114, 63, 103, 22, 526]"
402,False,True,"[14, 245, 897, 15, 432]","[24, 104, 4, 147, 17]"
403,False,True,"[223, 33, 910, 235, 497]","[516, 154, 157, 22, 26]"
404,False,True,"[58, 254, 134, 523, 57]","[92, 427, 42, 498, 43]"
405,True,False,"[897, 5, 84, 67, 40]","[39, 876, 777, 119, 497]"
406,False,True,"[17, 245, 55, 51, 57]","[157, 56, 4, 18, 161]"
407,False,True,"[27, 234, 134, 202, 111]","[126, 104, 75, 43, 37]"
408,True,False,"[887, 59, 910, 81, 201]","[266, 63, 157, 21, 53]"
409,True,False,"[8, 91, 164, 119, 53]","[887, 120, 246, 157, 40]"
410,False,True,"[897, 5, 910, 51, 25]","[266, 35, 43, 22, 432]"
411,False,True,"[24, 104, 134, 29, 40]","[114, 203, 161, 147, 875]"
412,False,True,"[266, 30, 103, 21, 53]","[887, 234, 268, 202, 101]"
413,True,False,"[86, 24, 127, 21, 16]","[85, 200, 157, 360, 111]"
414,False,True,"[68, 4, 61, 119, 432]","[240, 32, 126, 267, 147]"
415,False,True,"[14, 104, 105, 236, 3]","[13, 154, 58, 145, 22]"
416,False,True,"[897, 131, 142, 22, 43]","[266, 20, 23, 119, 111]"
417,True,False,"[58, 91, 897, 21, 910]","[80, 64, 112, 236, 43]"
418,True,False,"[897, 245, 55, 236, 267]","[92, 254, 142, 51, 235]"
419,False,True,"[516, 35, 3, 145, 432]","[23, 79, 238, 498, 555]"
420,False,True,"[887, 20, 238, 236, 44]","[875, 63, 103, 22, 235]"
421,True,False,"[31, 72, 69, 29, 902]","[516, 234, 268, 222, 412]"
422,False,True,"[17, 104, 90, 360, 526]","[58, 254, 103, 523, 432]"
423,True,False,"[122, 200, 238, 147, 37]","[36, 421, 112, 119, 497]"
424,True,False,"[240, 121, 127, 51, 43]","[10, 200, 39, 21, 432]"
425,False,True,"[24, 121, 80, 21, 99]","[777, 5, 79, 110, 37]"
426,True,False,"[266, 141, 163, 110, 267]","[39, 63, 126, 157, 412]"
427,True,False,"[77, 163, 81, 202, 412]","[266, 9, 68, 523, 40]"
428,False,True,"[80, 121, 517, 21, 526]","[166, 56, 518, 360, 12]"
429,False,True,"[39, 5, 134, 50, 497]","[85, 200, 246, 18, 902]"
430,True,False,"[897, 24, 43, 81, 497]","[86, 254, 42, 18, 432]"
431,True,False,"[164, 63, 238, 202, 201]","[122, 163, 84, 21, 111]"
432,True,False,"[777, 79, 157, 110, 4]","[58, 59, 268, 429, 888]"
433,True,False,"[41, 28, 18, 22, 25]","[2, 24, 13, 21, 432]"
434,True,False,"[777, 56, 127, 21, 43]","[80, 200, 103, 222, 40]"
435,False,True,"[777, 234, 517, 895, 497]","[78, 876, 238, 22, 432]"
436,False,True,"[777, 63, 245, 236, 267]","[2, 427, 43, 67, 555]"
437,False,True,"[41, 64, 131, 360, 154]","[266, 76, 134, 157, 412]"
438,False,True,"[54, 121, 246, 202, 40]","[266, 5, 103, 22, 16]"
439,False,True,"[897, 121, 517, 51, 526]","[86, 876, 105, 110, 22]"
440,True,False,"[897, 9, 157, 236, 902]","[24, 104, 238, 51, 40]"
441,False,True,"[516, 163, 79, 110, 902]","[58, 200, 517, 236, 267]"
442,False,True,"[86, 30, 126, 81, 40]","[114, 121, 38, 202, 412]"
443,True,False,"[950, 35, 4, 202, 40]","[268, 121, 115, 235, 31]"
444,False,True,"[92, 238, 910, 147, 37]","[24, 5, 8, 22, 44]"
445,False,True,"[92, 104, 67, 145, 89]","[113, 526, 51, 110, 3]"
446,False,True,"[240, 107, 42, 15, 235]","[897, 104, 43, 895, 53]"
447,True,False,"[8, 64, 517, 22, 53]","[83, 63, 268, 202, 432]"
448,True,False,"[106, 876, 91, 555, 432]","[82, 427, 157, 67, 235]"
449,True,False,"[92, 76, 126, 96, 89]","[114, 48, 145, 268, 555]"
450,True,False,"[266, 107, 55, 67, 902]","[68, 234, 268, 51, 43]"
451,False,True,"[154, 56, 84, 236, 902]","[10, 104, 79, 157, 37]"
452,False,True,"[85, 107, 3, 360, 12]","[75, 254, 55, 498, 497]"
453,False,True,"[27, 203, 4, 110, 25]","[80, 121, 43, 81, 12]"
454,True,False,"[120, 234, 910, 81, 89]","[36, 24, 61, 202, 22]"
455,True,False,"[266, 91, 43, 51, 267]","[887, 234, 105, 110, 40]"
456,False,True,"[86, 246, 42, 81, 201]","[48, 63, 910, 21, 432]"
457,False,True,"[62, 234, 134, 119, 57]","[897, 163, 246, 202, 53]"
458,False,True,"[24, 69, 121, 523, 57]","[420, 876, 161, 157, 555]"
459,False,True,"[54, 56, 84, 67, 497]","[516, 104, 42, 22, 74]"
460,False,True,"[41, 131, 157, 236, 44]","[48, 64, 22, 1, 910]"
461,False,True,"[92, 5, 31, 360, 53]","[110, 59, 43, 22, 432]"
462,True,False,"[67, 63, 711, 21, 53]","[17, 11, 42, 202, 40]"
463,True,False,"[54, 107, 43, 31, 235]","[266, 63, 234, 30, 267]"
464,True,False,"[78, 121, 84, 145, 526]","[897, 20, 517, 202, 412]"
465,True,False,"[92, 876, 268, 498, 497]","[266, 64, 61, 119, 111]"
466,False,True,"[82, 107, 101, 22, 4]","[23, 200, 103, 157, 201]"
467,True,False,"[887, 59, 777, 223, 235]","[58, 64, 3, 236, 40]"
468,True,False,"[887, 107, 238, 110, 40]","[897, 121, 105, 236, 910]"
469,False,True,"[14, 238, 43, 81, 26]","[23, 32, 246, 30, 267]"
470,False,True,"[266, 59, 103, 119, 223]","[48, 121, 142, 145, 555]"
471,False,True,"[114, 5, 55, 51, 427]","[875, 121, 7, 236, 267]"
472,True,False,"[58, 59, 245, 110, 555]","[92, 131, 238, 107, 235]"
473,False,True,"[75, 35, 268, 21, 57]","[223, 254, 61, 110, 43]"
474,False,True,"[266, 163, 43, 523, 16]","[164, 876, 131, 110, 53]"
475,False,True,"[77, 876, 43, 429, 201]","[266, 950, 163, 29, 497]"
476,True,False,"[106, 154, 105, 222, 117]","[57, 77, 34, 81, 888]"
477,True,False,"[887, 5, 166, 29, 350]","[74, 64, 43, 235, 223]"
478,False,True,"[14, 77, 4, 236, 267]","[54, 30, 950, 498, 235]"
479,True,False,"[266, 60, 126, 110, 43]","[67, 56, 105, 523, 235]"
480,True,False,"[19, 64, 142, 202, 53]","[150, 35, 50, 429, 57]"
481,True,False,"[68, 254, 55, 81, 40]","[54, 427, 38, 523, 37]"
482,False,True,"[77, 234, 142, 360, 497]","[106, 421, 777, 222, 43]"
483,False,True,"[106, 6, 238, 235, 80]","[2, 154, 112, 110, 147]"
484,False,True,"[77, 5, 90, 235, 99]","[516, 107, 42, 81, 147]"
485,True,False,"[897, 28, 236, 67, 267]","[77, 64, 157, 45, 432]"
486,False,True,"[266, 121, 50, 51, 43]","[777, 79, 55, 157, 497]"
487,False,True,"[76, 28, 105, 110, 22]","[24, 104, 3, 67, 40]"
488,True,False,"[268, 35, 154, 22, 40]","[18, 9, 516, 51, 25]"
489,False,True,"[41, 254, 55, 429, 555]","[266, 234, 517, 236, 902]"
490,True,False,"[7, 203, 777, 236, 888]","[54, 254, 30, 895, 201]"
491,True,False,"[13, 154, 6, 360, 111]","[266, 121, 202, 115, 101]"
492,True,False,"[897, 20, 3, 81, 43]","[82, 60, 4, 236, 37]"
493,True,False,"[24, 245, 31, 67, 22]","[126, 63, 157, 202, 17]"
494,False,True,"[92, 876, 91, 22, 34]","[86, 64, 7, 110, 40]"
495,False,True,"[24, 76, 238, 202, 43]","[92, 64, 101, 22, 432]"
496,True,False,"[58, 245, 45, 360, 57]","[2, 11, 711, 21, 412]"
497,False,True,"[58, 234, 101, 202, 111]","[266, 104, 518, 235, 53]"
498,False,True,"[3, 234, 58, 236, 267]","[2, 11, 20, 235, 44]"
499,False,True,"[92, 121, 268, 22, 235]","[43, 64, 61, 236, 902]"
500,True,False,"[122, 104, 518, 147, 40]","[2, 121, 268, 96, 432]"
501,True,False,"[103, 11, 55, 147, 235]","[86, 5, 268, 360, 267]"
502,True,False,"[39, 77, 126, 43, 235]","[875, 107, 910, 202, 101]"
503,True,False,"[92, 234, 43, 21, 40]","[164, 64, 518, 81, 517]"
504,True,False,"[84, 147, 18, 37, 233]","[202, 910, 8, 19, 238]"
505,True,False,"[43, 154, 42, 81, 53]","[36, 427, 910, 22, 412]"
506,False,True,"[154, 56, 38, 202, 40]","[114, 876, 238, 236, 43]"
507,True,False,"[897, 876, 112, 110, 555]","[777, 246, 101, 81, 267]"
508,False,True,"[80, 233, 84, 147, 50]","[19, 64, 127, 81, 517]"
509,False,True,"[27, 68, 268, 236, 267]","[429, 5, 1, 81, 89]"
510,False,True,"[126, 876, 79, 223, 235]","[122, 120, 134, 67, 117]"
511,False,True,"[164, 121, 910, 74, 43]","[887, 234, 134, 202, 7]"
512,False,True,"[266, 234, 910, 81, 16]","[114, 200, 163, 429, 43]"
513,True,False,"[92, 121, 4, 222, 902]","[54, 104, 42, 147, 35]"
514,False,True,"[84, 104, 238, 112, 43]","[67, 131, 75, 910, 497]"
515,False,True,"[102, 33, 55, 21, 57]","[887, 91, 161, 236, 235]"
516,True,False,"[420, 141, 134, 81, 902]","[164, 104, 8, 236, 497]"
517,False,True,"[777, 234, 105, 523, 412]","[24, 64, 84, 202, 235]"
518,True,False,"[24, 5, 517, 21, 111]","[78, 203, 43, 81, 235]"
519,False,True,"[19, 30, 4, 523, 412]","[164, 64, 42, 81, 37]"
520,True,False,"[67, 28, 518, 22, 902]","[78, 107, 4, 498, 235]"
521,False,True,"[41, 427, 238, 147, 235]","[27, 245, 84, 110, 53]"
522,True,False,"[39, 35, 127, 236, 235]","[14, 11, 13, 202, 26]"
523,True,False,"[92, 876, 8, 81, 412]","[897, 79, 246, 523, 40]"
524,False,True,"[80, 164, 268, 202, 57]","[68, 234, 166, 119, 888]"
525,False,True,"[114, 233, 268, 222, 40]","[24, 5, 157, 81, 43]"
526,True,False,"[157, 64, 134, 110, 89]","[99, 887, 238, 119, 53]"
527,True,False,"[98, 35, 4, 523, 43]","[80, 107, 101, 110, 99]"
528,False,True,"[777, 154, 518, 110, 143]","[6, 163, 18, 202, 22]"
529,True,False,"[86, 203, 43, 147, 37]","[164, 131, 238, 236, 267]"
530,False,True,"[31, 48, 429, 221, 350]","[58, 5, 910, 21, 89]"
531,True,False,"[266, 30, 131, 51, 111]","[92, 82, 99, 236, 902]"
532,True,False,"[114, 203, 246, 29, 888]","[166, 60, 54, 360, 111]"
533,True,False,"[164, 48, 518, 202, 16]","[122, 5, 103, 81, 89]"
534,False,True,"[78, 104, 134, 236, 142]","[268, 245, 238, 119, 555]"
535,False,True,"[14, 107, 147, 235, 350]","[79, 24, 4, 51, 99]"
536,True,False,"[23, 104, 246, 147, 53]","[24, 121, 105, 236, 267]"
537,True,False,"[516, 203, 112, 202, 412]","[420, 121, 518, 31, 235]"
538,True,False,"[420, 154, 42, 429, 12]","[266, 63, 84, 360, 40]"
539,True,False,"[266, 254, 42, 202, 235]","[897, 104, 517, 51, 43]"
540,False,True,"[164, 11, 43, 202, 432]","[516, 876, 236, 81, 40]"
541,False,True,"[92, 234, 131, 110, 432]","[82, 63, 245, 67, 111]"
542,False,True,"[245, 63, 246, 51, 235]","[4, 200, 8, 81, 16]"
543,False,True,"[4, 59, 42, 119, 888]","[48, 76, 112, 202, 497]"
544,False,True,"[68, 121, 55, 202, 40]","[82, 234, 79, 21, 57]"
545,False,True,"[92, 76, 84, 523, 888]","[897, 64, 42, 119, 518]"
546,True,False,"[50, 121, 84, 202, 43]","[69, 4, 79, 21, 412]"
547,False,True,"[897, 5, 50, 523, 235]","[86, 421, 29, 63, 111]"
548,True,False,"[154, 203, 268, 42, 497]","[68, 121, 55, 498, 432]"
549,True,False,"[83, 5, 897, 202, 101]","[240, 104, 99, 67, 267]"
550,False,True,"[897, 60, 127, 81, 235]","[420, 28, 4, 147, 22]"
551,False,True,"[39, 59, 45, 119, 40]","[777, 154, 99, 21, 432]"
552,True,False,"[164, 104, 268, 134, 53]","[67, 63, 236, 119, 902]"
553,False,True,"[24, 63, 81, 51, 99]","[2, 25, 164, 96, 22]"
554,False,True,"[114, 141, 157, 115, 43]","[777, 234, 147, 85, 432]"
555,True,False,"[57, 233, 68, 119, 40]","[92, 121, 517, 110, 101]"
556,True,False,"[6, 63, 91, 236, 902]","[82, 107, 13, 429, 267]"
557,False,True,"[27, 203, 43, 81, 57]","[98, 24, 13, 360, 555]"
558,False,True,"[58, 64, 221, 21, 43]","[777, 246, 161, 236, 267]"
559,True,False,"[82, 68, 238, 145, 412]","[24, 107, 42, 222, 432]"
560,True,False,"[24, 35, 145, 38, 432]","[240, 154, 236, 157, 497]"
561,True,False,"[77, 876, 43, 67, 526]","[24, 56, 55, 236, 267]"
562,True,False,"[58, 5, 4, 145, 412]","[107, 11, 99, 523, 16]"
563,False,True,"[133, 78, 147, 22, 16]","[266, 121, 38, 110, 497]"
564,False,True,"[98, 35, 517, 21, 267]","[31, 5, 268, 81, 43]"
565,False,True,"[84, 64, 246, 51, 201]","[58, 518, 79, 21, 53]"
566,False,True,"[266, 77, 202, 950, 497]","[85, 104, 39, 75, 34]"
567,True,False,"[86, 77, 4, 119, 111]","[80, 121, 246, 157, 432]"
568,True,False,"[266, 82, 18, 51, 432]","[777, 5, 38, 236, 267]"
569,True,False,"[82, 141, 84, 51, 432]","[48, 121, 134, 222, 412]"
570,False,True,"[86, 234, 79, 110, 57]","[114, 104, 910, 235, 40]"
571,False,True,"[122, 63, 1, 81, 40]","[23, 876, 134, 235, 497]"
572,False,True,"[36, 233, 43, 81, 26]","[897, 35, 112, 145, 16]"
573,True,False,"[43, 876, 11, 53, 22]","[67, 200, 4, 523, 902]"
574,False,True,"[48, 245, 131, 81, 432]","[67, 9, 8, 21, 235]"
575,False,True,"[39, 56, 245, 29, 117]","[10, 876, 126, 43, 235]"
576,False,True,"[164, 11, 142, 81, 12]","[24, 141, 134, 51, 25]"
577,False,True,"[240, 63, 236, 15, 143]","[98, 427, 4, 202, 53]"
578,False,True,"[84, 28, 777, 222, 902]","[24, 245, 236, 429, 53]"
579,False,True,"[48, 234, 105, 202, 63]","[223, 28, 246, 29, 497]"
580,False,True,"[33, 11, 157, 202, 432]","[897, 63, 42, 523, 902]"
581,True,False,"[68, 5, 58, 21, 161]","[887, 141, 238, 221, 80]"
582,True,False,"[246, 107, 268, 29, 111]","[114, 56, 55, 202, 235]"
583,True,False,"[157, 28, 134, 81, 43]","[92, 121, 105, 21, 518]"
584,True,False,"[875, 200, 91, 21, 40]","[150, 29, 910, 236, 902]"
585,True,False,"[106, 20, 142, 235, 99]","[24, 35, 79, 147, 40]"
586,True,False,"[114, 63, 91, 236, 3]","[92, 107, 112, 110, 888]"
587,False,True,"[58, 56, 43, 21, 50]","[164, 121, 4, 81, 22]"
588,False,True,"[98, 24, 101, 119, 235]","[887, 246, 91, 21, 432]"
589,False,True,"[897, 24, 42, 221, 497]","[266, 59, 38, 222, 37]"
590,False,True,"[92, 30, 268, 51, 902]","[58, 104, 84, 81, 22]"
591,True,False,"[27, 121, 127, 51, 40]","[31, 56, 268, 81, 43]"
592,False,True,"[266, 119, 141, 103, 497]","[122, 876, 81, 126, 16]"
593,True,False,"[77, 104, 268, 51, 64]","[24, 28, 910, 202, 22]"
594,True,False,"[48, 121, 3, 21, 44]","[98, 104, 246, 222, 117]"
595,False,True,"[164, 5, 34, 21, 432]","[23, 11, 518, 202, 40]"
596,True,False,"[19, 64, 38, 236, 902]","[1, 876, 166, 67, 37]"
597,True,False,"[122, 163, 8, 360, 143]","[24, 254, 3, 81, 37]"
598,False,True,"[69, 91, 90, 222, 37]","[48, 245, 8, 29, 518]"
599,True,False,"[92, 121, 61, 157, 40]","[4, 254, 30, 202, 57]"
600,True,False,"[266, 20, 43, 236, 902]","[92, 234, 142, 99, 235]"
601,False,True,"[86, 77, 268, 236, 902]","[24, 64, 103, 147, 497]"
602,False,True,"[80, 56, 42, 22, 902]","[78, 24, 61, 429, 888]"
603,False,True,"[516, 78, 4, 134, 29]","[266, 203, 101, 96, 432]"
604,True,False,"[77, 57, 238, 145, 53]","[24, 427, 74, 67, 412]"
605,True,False,"[777, 63, 245, 236, 555]","[92, 104, 7, 119, 43]"
606,True,False,"[8, 5, 246, 81, 432]","[59, 887, 238, 147, 91]"
607,False,True,"[876, 56, 910, 202, 235]","[266, 254, 34, 147, 37]"
608,False,True,"[54, 203, 136, 51, 267]","[77, 104, 7, 523, 235]"
609,True,False,"[75, 104, 518, 29, 902]","[777, 876, 84, 236, 53]"
610,True,False,"[147, 63, 238, 246, 235]","[516, 876, 245, 895, 29]"
611,False,True,"[92, 11, 246, 67, 117]","[114, 79, 42, 147, 80]"
612,False,True,"[2, 56, 101, 22, 902]","[240, 876, 45, 429, 43]"
613,True,False,"[897, 141, 8, 81, 432]","[223, 104, 38, 110, 267]"
614,False,True,"[102, 200, 8, 81, 40]","[106, 203, 4, 360, 89]"
615,False,True,"[13, 107, 4, 119, 888]","[23, 234, 268, 99, 40]"
616,True,False,"[98, 28, 161, 81, 526]","[887, 56, 7, 22, 111]"
617,False,True,"[875, 254, 55, 360, 555]","[24, 121, 517, 81, 235]"
618,False,True,"[24, 233, 238, 50, 45]","[133, 20, 8, 895, 267]"
619,False,True,"[235, 57, 99, 236, 902]","[67, 35, 4, 21, 555]"
620,True,False,"[121, 910, 17, 18, 555]","[2, 427, 103, 235, 432]"
621,True,False,"[58, 131, 8, 51, 43]","[266, 30, 268, 235, 40]"
622,False,True,"[17, 11, 154, 21, 143]","[516, 876, 245, 157, 89]"
623,False,True,"[2, 200, 131, 360, 111]","[86, 51, 161, 64, 157]"
624,False,True,"[50, 91, 22, 119, 43]","[164, 64, 55, 236, 35]"
625,False,True,"[164, 24, 4, 29, 40]","[122, 876, 43, 360, 555]"
626,False,True,"[92, 64, 142, 21, 111]","[24, 60, 910, 110, 235]"
627,False,True,"[98, 777, 67, 8, 117]","[19, 11, 45, 81, 43]"
628,False,True,"[777, 28, 14, 119, 497]","[27, 121, 61, 51, 526]"
629,False,True,"[777, 121, 90, 81, 497]","[77, 20, 18, 119, 16]"
630,False,True,"[92, 876, 1, 523, 267]","[150, 107, 910, 147, 16]"
631,False,True,"[134, 236, 48, 235, 200]","[86, 121, 21, 99, 127]"
632,False,True,"[79, 30, 236, 119, 555]","[114, 104, 910, 51, 432]"
633,False,True,"[516, 141, 7, 222, 57]","[897, 234, 268, 360, 412]"
634,True,False,"[266, 17, 41, 119, 432]","[83, 30, 42, 222, 54]"
635,False,True,"[23, 64, 136, 145, 497]","[29, 421, 127, 81, 432]"
636,True,False,"[122, 5, 3, 235, 99]","[14, 30, 18, 429, 37]"
637,False,True,"[516, 234, 38, 81, 143]","[154, 11, 126, 523, 902]"
638,True,False,"[6, 104, 55, 81, 412]","[17, 107, 777, 96, 432]"
639,False,True,"[122, 526, 8, 235, 432]","[82, 120, 112, 147, 22]"
640,False,True,"[10, 19, 84, 236, 497]","[110, 63, 4, 51, 43]"
641,False,True,"[266, 254, 105, 221, 432]","[83, 421, 55, 119, 111]"
642,True,False,"[98, 233, 161, 67, 154]","[24, 121, 55, 21, 12]"
643,False,True,"[897, 233, 85, 67, 40]","[59, 63, 246, 895, 50]"
644,True,False,"[114, 107, 42, 910, 53]","[126, 20, 897, 81, 43]"
645,False,True,"[777, 76, 38, 202, 235]","[24, 79, 4, 360, 154]"
646,False,True,"[114, 5, 84, 222, 16]","[62, 427, 112, 51, 432]"
647,False,True,"[897, 9, 4, 202, 497]","[41, 91, 518, 236, 267]"
648,False,True,"[54, 245, 897, 236, 910]","[92, 5, 3, 110, 37]"
649,False,True,"[150, 5, 42, 236, 12]","[24, 427, 4, 360, 497]"
650,True,False,"[150, 200, 238, 147, 235]","[14, 876, 7, 202, 888]"
651,True,False,"[240, 141, 245, 429, 50]","[86, 876, 18, 498, 497]"
652,True,False,"[266, 59, 115, 119, 43]","[516, 203, 268, 360, 37]"
653,False,True,"[24, 64, 42, 429, 43]","[79, 11, 777, 22, 63]"
654,True,False,"[98, 35, 84, 202, 432]","[82, 141, 268, 51, 40]"
655,False,True,"[77, 28, 238, 22, 147]","[24, 20, 8, 81, 53]"
656,False,True,"[164, 131, 240, 202, 267]","[98, 876, 246, 147, 235]"
657,False,True,"[266, 120, 62, 145, 497]","[23, 64, 69, 22, 40]"
658,False,True,"[897, 876, 55, 145, 432]","[86, 91, 161, 236, 26]"
659,False,True,"[24, 104, 517, 110, 147]","[86, 245, 246, 21, 53]"
660,True,False,"[266, 234, 101, 119, 80]","[17, 876, 246, 99, 235]"
661,False,True,"[82, 427, 910, 67, 53]","[68, 154, 777, 235, 22]"
662,False,True,"[266, 254, 245, 360, 350]","[85, 5, 42, 67, 235]"
663,False,True,"[266, 876, 517, 498, 412]","[92, 254, 157, 236, 432]"
664,True,False,"[6, 5, 43, 67, 902]","[777, 121, 55, 360, 53]"
665,True,False,"[107, 5, 161, 51, 432]","[77, 79, 54, 236, 902]"
666,True,False,"[67, 238, 38, 145, 89]","[110, 234, 55, 523, 902]"
667,True,False,"[77, 5, 517, 523, 902]","[68, 79, 166, 147, 22]"
668,True,False,"[154, 107, 18, 43, 53]","[92, 120, 518, 498, 412]"
669,True,False,"[77, 11, 236, 145, 432]","[777, 234, 3, 81, 40]"
670,False,True,"[92, 233, 4, 110, 497]","[69, 203, 517, 119, 888]"
671,True,False,"[164, 203, 136, 22, 235]","[92, 104, 99, 236, 267]"
672,False,True,"[77, 104, 61, 147, 555]","[10, 60, 245, 202, 497]"
673,True,False,"[84, 59, 112, 202, 26]","[48, 104, 711, 21, 412]"
674,False,True,"[80, 876, 84, 222, 53]","[68, 141, 134, 202, 432]"
675,True,False,"[80, 141, 99, 67, 111]","[31, 28, 161, 21, 22]"
676,False,True,"[897, 200, 101, 236, 53]","[110, 76, 238, 21, 201]"
677,False,True,"[27, 5, 84, 110, 40]","[98, 254, 4, 236, 902]"
678,True,False,"[266, 79, 84, 202, 99]","[166, 876, 246, 523, 267]"
679,False,True,"[141, 427, 8, 29, 267]","[122, 57, 517, 498, 40]"
680,False,True,"[67, 35, 55, 236, 267]","[17, 876, 777, 235, 147]"
681,True,False,"[68, 35, 91, 74, 40]","[23, 141, 4, 119, 267]"
682,False,True,"[164, 876, 1, 523, 40]","[154, 56, 38, 236, 902]"
683,False,True,"[266, 5, 3, 22, 111]","[24, 35, 161, 147, 44]"
684,True,False,"[39, 64, 42, 67, 43]","[126, 233, 8, 81, 518]"
